Fid,Datesk,Item_Name,Departure_Date,From_Source,To_Destination,Logistics_Name,Temp,Oxygen,Carbon_Dioxide,ethylene,damage_due_to_vibration,Humidity,Label
172.217.5.228-10.42.0.42-443-47064-6,20210101,Chillies Cleaned,01-01-21,Udayagiri,Mamallapuram,Check Logistics,9.1,4.5,9.35,2.83,Yes,81,1
172.217.6.234-10.42.0.151-443-44037-6,20210101,Chillies small (C.B.P),01-01-21,Amritsar,Nagappattinam,Circle Logistics,7.5,4.6,8.54,2.52,No,86,0
172.217.3.98-10.42.0.151-443-33992-6,20210101,Carrot ooty,01-01-21,Batala,Nagercoil,Clipper America Inc.,10.3,12.17,7.53,1.88,Yes,77,1
172.217.9.234-10.42.0.42-443-48253-6,20210101,Carrot Delhi,01-01-21,Chandigarh,Palayamkottai,DeGroot Logistics,12.9,12.22,7.59,1.82,No,82,0
10.42.0.151-52.84.29.154-34134-443-6,20210101,Carrot Nati,01-01-21,Faridkot,Pudukkottai,Edge Logistics,13,11.85,7.34,2.55,Yes,82,1
172.217.10.42-10.42.0.211-443-59949-6,20210101,Cowpea Local,01-01-21,Firozpur,Hyderabad,Express Lane Transportation,7,12.64,7.55,1.64,Yes,83,1
151.101.1.134-10.42.0.151-443-35328-6,20210101,Cowpea Long,01-01-21,Gurdaspur,Karimnagar,Flare Logistics Trucking Inc.,8.8,12.7,7.15,1.26,No,82,0
10.42.0.211-10.42.0.1-44569-53-17,20210101,Coconut (B),01-01-21,Hoshiarpur,Khammam,Forward Air,7.4,10.57,7.99,1.5,Yes,87,1
10.42.0.42-52.84.29.154-42492-443-6,20210101,Coconut (M),01-01-21,Jalandhar,Mahbubnagar,Fresh Logistic,12.4,7.38,7.45,1.4,No,75,0
182.22.25.124-10.42.0.211-443-54091-6,20210101,Coconut (S),01-01-21,Kapurthala,Nizamabad,Go Movers,9.4,5.47,7.34,1.3,No,81,0
10.42.0.211-10.42.0.1-33843-53-17,20210101,Coconut (OS),01-01-21,Ludhiana,Sangareddi,Horizon Moving & Logistics,10.1,3.06,8.68,1.98,Yes,75,1
202.77.129.150-10.42.0.42-443-41982-6,20210101,Cabbage,01-01-21,Nabha,Warangal,Hub Group Trucking,11.9,4.96,8.58,1.76,Yes,71,1
172.217.10.42-10.42.0.211-443-34490-6,20210101,Cabbage Red,01-01-21,Patiala,Agra,In Switch,12.5,6.44,9.15,1.87,No,69,0
174.35.73.136-10.42.0.211-80-53789-6,20210101,Cabbage chaina,01-01-21,Rupnagar,Aligarh,King Courier,11.6,7.28,8.07,1.34,Yes,77,1
10.42.0.211-123.125.29.220-57922-80-6,20210101,Cauliflower(B),01-01-21,Sangrur,Amroha,Lynden Transport,13.6,5.99,9.23,1.84,No,97,0
10.42.0.211-77.234.42.92-41131-443-6,20210101,Copra,01-01-21,Abu,Ayodhya,Max Move,10.1,6.31,8.87,1.32,Yes,99,1
10.42.0.151-10.42.0.1-51226-53-17,20210101,Honney 1/2,01-01-21,Ajmer,Azamgarh,National Transportation Logistics,7.1,6.38,9.01,1.27,No,91,0
172.217.11.10-10.42.0.211-443-36099-6,20210101,Honney 1 Kg,01-01-21,Alwar,Bahraich,New Motion Shipper,10.2,6.61,9.56,1.77,Yes,67,1
169.55.67.234-10.42.0.151-443-55019-6,20210101,Honney 200 gm,01-01-21,Amer,Ballia,Omni Logistics,9.6,6.42,9.43,2,No,65,0
175.100.207.232-10.42.0.151-80-40340-6,20210101,Honney 100 gm,01-01-21,Barmer,Banda,Pack ‘n’ Send,8,7.6,8.03,1.68,No,73,0
180.149.153.68-10.42.0.211-80-41673-6,20210101,Gulkan 1 kg,01-01-21,Beawar,Bara Banki,Parcel Logistics,9.2,7.08,8.11,2.1,No,88,0
10.42.0.1-10.42.0.42-53-31870-17,20210101,Gulkan 1/2 kg,01-01-21,Bharatpur,Bareilly,Blue Grace Logistics,10.6,5.78,8.91,2.15,No,78,0
10.42.0.211-10.42.0.1-56549-53-17,20210101,Gulkan 1/4 kg,01-01-21,Bhilwara,Basti,Brisk Shipping,12.4,4.44,9.74,1.62,No,85,0
10.42.0.211-36.248.26.152-59352-80-6,20210101,Cluster Beans Bunches,01-01-21,Bikaner,Bijnor,Check Logistics,11.3,3.24,10.55,2.46,Yes,99,1
10.42.0.151-121.12.98.64-59125-80-6,20210101,Cucumber white,01-01-21,Bundi,Bithur,Fresh Logistic,7.6,5.76,11.48,1.77,Yes,86,1
172.217.12.161-10.42.0.211-443-41543-6,20210101,Kashini (Ganike) Greens,01-01-21,Chittaurgarh,Budaun,Go Movers,4.7,6.55,11.55,1.69,No,99,0
172.217.11.14-10.42.0.151-443-39681-6,20210101,Sweet corn seeds,01-01-21,Churu,Bulandshahr,Horizon Moving & Logistics,10,7.27,11.49,1.71,No,93,0
10.42.0.211-10.42.0.1-8519-53-17,20210101,Bale hoovu(B.flower),01-01-21,Dhaulpur,Deoria,Hub Group Trucking,10.3,6.53,11.47,1.57,No,88,0
10.42.0.42-23.217.155.120-47349-80-6,20210101,Jukani,01-01-21,Dungarpur,Etah,In Switch,6.8,4.67,11.3,1.72,Yes,92,1
10.42.0.151-104.244.42.129-58717-443-6,20210101,Banana cooking R.Banana,01-01-21,Ganganagar,Etawah,King Courier,4.9,5.46,10.8,0.95,Yes,77,1
10.42.0.211-10.42.0.1-54833-53-17,20210101,Avarekai (Field Beans ),01-01-21,Hanumangarh,Faizabad,Lynden Transport,2.2,5.76,8,1.54,Yes,84,1
198.11.188.75-10.42.0.151-443-46811-6,20210101,Grapes T.S.,01-01-21,Jaipur,Farrukhabad-cum-Fatehgarh,Max Move,1.9,8.02,0.64,1.63,Yes,99,1
206.126.112.142-10.42.0.151-443-45059-6,20210101,Herali kai,01-01-21,Jaisalmer,Fatehpur,National Transportation Logistics,5.9,6.2,0.6,1.52,Yes,86,1
172.217.6.206-10.42.0.211-443-45107-6,20210101,Ladys finger,01-01-21,Jalor,Jalaun,New Motion Shipper,6.5,7.97,0.65,1.23,No,82,0
10.42.0.211-112.73.28.70-52293-80-6,20210101,Little gourd,01-01-21,Jhalawar,Jaunpur,Omni Logistics,5.4,10.18,0.72,0.61,Yes,99,1
10.42.0.151-23.194.181.192-55810-443-6,20210101,Lime Local,01-01-21,Jhunjhunu,Jhansi,Pack ‘n’ Send,6.6,7.44,0.55,0.52,No,83,0
182.254.5.234-10.42.0.211-80-47324-6,20210101,Grapes Red globe,01-01-21,Jodhpur,Kannauj,Parcel Logistics,5.6,6.3,0.67,5,No,94,0
8.0.6.4-8.6.0.1-0-0-0,20210101,Grapes Dry 250gm,01-01-21,Kishangarh,Kanpur,Blue Grace Logistics,4.7,2.6,0.55,2.81,No,99,0
10.42.0.42-108.174.10.10-55568-443-6,20210101,Grapes Dry 100gm,01-01-21,Kota,Lakhimpur,Brisk Shipping,5.4,4.87,0.1,1.44,Yes,93,1
10.42.0.1-10.42.0.42-53-1185-17,20210101,Lime Bijapur,01-01-21,Merta,Lalitpur,Check Logistics,7,5.08,0.06,1.37,No,85,0
10.42.0.151-72.51.26.219-51874-80-6,20210101,Mushroom Button,01-01-21,Nagaur,Lucknow,Circle Logistics,8.3,5.34,0.14,0.36,Yes,99,1
10.42.0.151-10.42.0.1-23912-53-17,20210101,Mushroom Milky,01-01-21,Nathdwara,Mainpuri,Clipper America Inc.,9.1,2.79,0.18,0.52,No,99,0
10.42.0.211-31.13.80.36-53219-443-6,20210101,Cauliflower(M),01-01-21,Pali,Mathura,DeGroot Logistics,8.3,4.61,1.52,1.29,Yes,99,1
10.42.0.211-10.42.0.1-28532-53-17,20210101,Cauliflower(S),01-01-21,Phalodi,Meerut,Edge Logistics,9.6,4.4,5.89,0.58,No,81,0
10.42.0.211-10.42.0.1-29750-53-17,20210101,Cauliflower per Kg,01-01-21,Pushkar,Mirzapur-Vindhyachal,Express Lane Transportation,6.9,3.67,5.75,1.61,Yes,99,1
172.217.3.110-10.42.0.42-443-60598-6,20210101,Cherry Tomoto,01-01-21,Sawai Madhopur,Moradabad,Flare Logistics Trucking Inc.,8.4,3.53,7.01,1.65,Yes,99,1
172.217.10.238-10.42.0.42-443-52168-6,20210101,Drumstik,01-01-21,Shahpura,Muzaffarnagar,Forward Air,10.3,3.38,6.92,2.05,No,79,0
172.217.8.4-10.42.0.151-443-38811-6,20210101,Double Beans seeds,01-01-21,Sikar,Partapgarh,Fresh Logistic,9.8,3.57,6.74,1.85,Yes,98,1
10.42.0.211-123.125.46.112-53967-80-6,20210101,Double Beans,01-01-21,Sirohi,Almora,Go Movers,10.1,3.69,6.91,1.8,No,91,0
10.42.0.211-64.71.142.124-55842-443-6,20210101,Ground nut Local,01-01-21,Gangtok,Dehra Dun,Horizon Moving & Logistics,13.5,6.08,7.21,1.67,No,78,0
220.170.182.31-10.42.0.211-443-43609-6,20210101,Ground nut Hybrid,01-01-21,Gyalshing,Haridwar,Hub Group Trucking,9.5,7.65,6.69,1.36,Yes,85,1
10.42.0.211-23.192.66.41-36207-80-6,20210101,Ginger,01-01-21,Lachung,Mussoorie,In Switch,8.8,7.9,6.99,0.72,Yes,88,1
183.3.235.80-10.42.0.151-80-45139-6,20210101,Ginger New,01-01-21,Mangan,Nainital,King Courier,7.8,9.86,7.17,1.36,No,82,0
10.42.0.211-104.244.43.3-49160-443-6,20210101,Garlic,01-01-21,Arcot,Pithoragarh,Lynden Transport,7.9,12.78,7.14,1.22,Yes,91,1
10.42.0.211-54.239.17.113-34118-443-6,20210101,Garlic cleaned,01-01-21,Chengalpattu,Alipore,Max Move,7,7.94,7.22,0.86,No,80,0
182.254.5.234-10.42.0.211-80-34004-6,20210101,Chikadi kai,01-01-21,Chennai,Alipur Duar,National Transportation Logistics,2.3,8.39,7.4,0.8,Yes,99,1
206.126.112.141-10.42.0.151-443-45839-6,20210101,knol-khol,01-01-21,Chidambaram,Asansol,New Motion Shipper,2.4,6.28,7.35,1.31,No,91,0
151.101.1.140-10.42.0.211-443-34098-6,20210101,Arive greens,01-01-21,Coimbatore,Baharampur,Omni Logistics,3.3,21.51,7.48,1.17,Yes,84,1
10.42.0.211-104.192.110.245-34996-80-6,20210101,Eggs,01-01-21,Cuddalore,Bally,Pack ‘n’ Send,3.8,19.8,7.47,1.82,No,84,0
172.217.12.174-10.42.0.42-443-41064-6,20210101,Chakota greens,01-01-21,Dharmapuri,Balurghat,Parcel Logistics,4.8,22.77,7.49,1.38,No,93,0
222.73.28.96-10.42.0.42-80-34156-6,20210101,Onion pack,01-01-21,Dindigul,Bankura,Blue Grace Logistics,8.1,30.21,7.57,3.62,No,96,0
10.42.0.1-10.42.0.42-53-64471-17,20210101,Potato pack,01-01-21,Erode,Baranagar,Brisk Shipping,11.6,32.95,7.3,0,No,77,0
10.42.0.211-10.42.0.1-9363-53-17,20210101,Chilakarive green,01-01-21,Kanchipuram,Barasat,Check Logistics,9,26.64,7.35,0.79,No,82,0
172.217.10.142-10.42.0.151-443-48898-6,20210101,Chillies Bajji yagani,01-01-21,Kanniyakumari,Barrackpore,Circle Logistics,7.5,17.17,7.41,1.21,Yes,94,1
10.42.0.211-40.118.214.164-40943-443-6,20210101,Baby corn,01-01-21,Kodaikanal,Basirhat,Clipper America Inc.,5.9,13.35,7.31,2,Yes,99,1
10.42.0.151-40.122.44.96-38113-443-6,20210101,Baby corn cleaned,01-01-21,Kumbakonam,Bhatpara,DeGroot Logistics,3.8,18.59,7.41,1.63,No,95,0
10.42.0.211-10.42.0.1-61761-53-17,20210101,Berry Southafrica,01-01-21,Madurai,Bishnupur,Edge Logistics,4.5,16.33,12.38,1.56,No,88,0
180.149.136.194-10.42.0.211-80-36145-6,20210101,Berry Golden,01-01-21,Mamallapuram,Budge Budge,Express Lane Transportation,3.2,5.38,17.31,1.67,No,98,0
10.42.0.211-52.84.139.78-46015-80-6,20210101,Berry ball,01-01-21,Nagappattinam,Burdwan,Flare Logistics Trucking Inc.,7.8,8.06,17.24,0.91,Yes,94,1
219.142.78.162-10.42.0.211-80-41465-6,20210101,Berry Green,01-01-21,Nagercoil,Chandernagore,Forward Air,7.1,37.87,17.17,1.29,Yes,95,1
10.42.0.211-23.194.141.143-34350-443-6,20210101,Apple Premium,01-01-21,Palayamkottai,Darjeeling,Fresh Logistic,6.6,86.83,17.12,1.08,Yes,87,1
10.42.0.211-10.42.0.1-1929-53-17,20210101,Malenian apple,01-01-21,Pudukkottai,Diamond Harbour,Go Movers,11.3,54.01,17.08,0.91,Yes,74,1
172.217.12.202-10.42.0.42-443-44782-6,20210101,Nagapur Orange Economy,01-01-21,Hyderabad,Ahmadabad,Horizon Moving & Logistics,8.5,77.3,17.11,0,Yes,83,1
172.217.3.106-10.42.0.211-443-41309-6,20210101,South Af.red berry,01-01-21,Karimnagar,Amreli,Hub Group Trucking,3.7,62.31,17.01,0,No,87,0
10.42.0.151-10.42.0.1-18588-53-17,20210101,Jumbu ,01-01-21,Khammam,Bharuch,In Switch,2.5,55.94,17.07,0,Yes,95,1
10.42.0.211-64.71.142.110-42467-443-6,20210101,Brahmi amla ,01-01-21,Mahbubnagar,Bhavnagar,King Courier,4.4,96.83,16.98,0,No,85,0
172.217.3.110-10.42.0.151-443-57819-6,20210101,Pomegranate ,01-01-21,Nizamabad,Bhuj,Fresh Logistic,4.2,99.03,17.04,0,No,99,0
172.217.10.78-10.42.0.151-80-34335-6,20210101,N. 200 ml,01-01-21,Sangareddi,Dwarka,Go Movers,8.8,59.99,17.05,0,No,89,0
172.217.9.238-10.42.0.151-443-46813-6,20210101,Amla,01-01-21,Warangal,Gandhinagar,Horizon Moving & Logistics,9.3,7.57,17.03,0,Yes,98,1
10.42.0.151-31.13.71.3-39454-443-6,20210101,Beans,01-01-21,Agra,Godhra,Hub Group Trucking,6.5,12.13,17.01,0,No,99,0
10.42.0.211-23.194.140.226-48052-80-6,20210101,Beans Nati,01-01-21,Aligarh,Jamnagar,In Switch,11.6,18.2,17.04,0,Yes,81,1
202.77.129.150-10.42.0.151-443-37870-6,20210101,Beans Ring,01-01-21,Amroha,Junagadh,King Courier,8.9,16.53,16.97,0,No,99,0
10.42.0.211-103.235.46.211-40223-443-6,20210101,Beans Fruit,01-01-21,Ayodhya,Kandla,Lynden Transport,10.5,22.55,16.97,0,Yes,94,1
216.58.217.163-10.42.0.211-443-32805-6,20210101,Beans cleaned,01-01-21,Azamgarh,Khambhat,Max Move,9.9,33.58,16.95,0,No,79,0
10.42.0.151-10.42.0.1-7356-53-17,20210101,Brinjal long,01-01-21,Bahraich,Kheda,National Transportation Logistics,5.7,40.65,16.94,0,Yes,91,1
172.217.10.46-10.42.0.151-443-39954-6,20210101,Brinjal (W),01-01-21,Ballia,Mahesana,New Motion Shipper,8.9,34.18,17,0,Yes,98,1
10.42.0.151-10.42.0.1-12258-53-17,20210101,Brinjal (R),01-01-21,Banda,Morbi,Omni Logistics,8,15.39,16.31,0,No,99,0
172.217.10.234-10.42.0.151-443-49775-6,20210101,Brinjal Bottle,01-01-21,Bara Banki,Nadiad,Pack ‘n’ Send,9.8,13.61,9.46,0,Yes,79,1
205.204.101.196-10.42.0.151-443-43000-6,20210101,Brinjal Mlore,01-01-21,Bareilly,Navsari,Parcel Logistics,4.4,18.69,8.68,0,No,78,0
10.42.0.211-31.13.65.7-32839-443-6,20210101,Beet Root,01-01-21,Basti,Ambala,Blue Grace Logistics,2,19.03,7.14,0,No,91,0
10.42.0.1-10.42.0.42-53-14468-17,20210101,Yam/S.Root,01-01-21,Bijnor,Bhiwani,Brisk Shipping,5.9,20.59,6.82,0,Yes,72,1
172.217.6.202-10.42.0.151-443-58797-6,20210101,Bitter Gourd,01-01-21,Bithur,Chandigarh,Check Logistics,14.8,28.09,8.43,0,Yes,62,1
10.42.0.211-104.88.106.16-49230-80-6,20210101,Mint Leaves,01-01-21,Budaun,Faridabad,Circle Logistics,9.1,59.38,7.14,0,No,99,0
10.42.0.211-23.208.168.108-47381-80-6,20210101,Menthya Greens,01-01-21,Bulandshahr,Firozpur Jhirka,Clipper America Inc.,9.4,42.9,6.61,0,Yes,94,1
10.42.0.1-10.42.0.42-53-23538-17,20210101,Palak Greens,01-01-21,Deoria,Gurugram,DeGroot Logistics,9,39.02,6.5,0,No,99,0
172.217.12.170-10.42.0.151-443-56771-6,20210101,Apple Delicious,01-01-21,Etah,Hansi,Edge Logistics,6.7,43.35,7.68,0,Yes,99,1
10.42.0.211-64.71.142.124-43131-443-6,20210101,Apple Simla,01-01-21,Etawah,Hisar,Express Lane Transportation,11,44.55,8.45,0,No,79,0
10.42.0.211-98.139.199.204-56421-443-6,20210101,Apple Economy,01-01-21,Faizabad,Jind,Flare Logistics Trucking Inc.,9.8,,NA,,Yes,73,1
10.42.0.151-10.42.0.1-1957-53-17,20210101,Apple Washington,01-01-21,Farrukhabad-cum-Fatehgarh,Kaithal,Forward Air,6,12.46,9.95,0,No,85,0
172.217.11.46-10.42.0.151-443-47774-6,20210101,Apple Australia,01-01-21,Fatehpur,Karnal,Fresh Logistic,5.5,7.69,9.21,0,No,99,0
10.42.0.211-123.59.190.251-44973-80-6,20210101,Apple Newzeland,01-01-21,Jalaun,Kurukshetra,Go Movers,11.1,4.74,10.61,0,No,78,0
180.149.135.239-10.42.0.211-80-59255-6,20210101,Apple Fuji chaina,01-01-21,Jaunpur,Panipat,Horizon Moving & Logistics,13.3,7.71,9.26,0,No,72,0
216.58.219.202-10.42.0.211-443-47485-6,20210101,Apple hazarath palli,01-01-21,Jhansi,Pehowa,Hub Group Trucking,5.8,11.53,8.69,0,No,90,0
10.42.0.151-111.206.25.159-47851-80-6,20210101,Apple Green smith,01-01-21,Kannauj,Rewari,In Switch,10.8,15.95,9.05,0,Yes,94,1
10.42.0.211-10.42.0.1-15263-53-17,20210101,Apple Golden delicious,01-01-21,Kanpur,Bilaspur,King Courier,13.2,20.38,11.26,0,Yes,68,1
10.42.0.211-10.42.0.1-27757-53-17,20210101,Banana pachabale,01-01-21,Lakhimpur,Chamba,Lynden Transport,7.7,30.05,16.31,0.02,No,75,0
10.42.0.1-10.42.0.42-53-22169-17,20210101,Banana Yellaki,01-01-21,Lalitpur,Dalhousie,Max Move,6.9,29.36,10.33,0,No,83,0
10.42.0.151-52.94.232.32-56155-443-6,20210101,Banana chandra,01-01-21,Lucknow,Dharmshala,National Transportation Logistics,8.9,28.45,8.85,0,No,72,0
172.217.12.174-10.42.0.151-443-35411-6,20210101,Banana Nendra,01-01-21,Mainpuri,Hamirpur,New Motion Shipper,7.2,31.49,17.96,0,Yes,87,1
10.42.0.211-10.42.0.1-34211-53-17,20210101,Banana karpura,01-01-21,Mathura,Kangra,Omni Logistics,13,24.85,33.31,19.81,Yes,81,1
10.42.0.211-40.117.100.83-54569-443-6,20210101,Banana Rasabale,01-01-21,Meerut,Kullu,Pack ‘n’ Send,6.7,15.17,11.14,8.14,Yes,77,1
8.0.6.4-8.6.0.1-0-0-0,20210101,Chicco(Sapota) rapined,01-01-21,Mirzapur-Vindhyachal,Mandi,Parcel Logistics,9.7,23.17,7.83,5.59,Yes,90,1
172.217.7.195-10.42.0.151-443-34179-6,20210101,Custerd Apple,01-01-21,Moradabad,Nahan,Blue Grace Logistics,9.7,20.91,20.16,8.58,Yes,96,1
10.42.0.211-54.192.38.18-39624-443-6,20210101,Chicco(Sapota),01-01-21,Muzaffarnagar,Anantnag,Brisk Shipping,7,23.12,15.83,8.34,No,82,0
172.217.12.206-10.42.0.42-443-51079-6,20210101,Guava,01-01-21,Partapgarh,Baramula,Check Logistics,10.2,29.97,18.21,6.26,Yes,80,1
172.217.10.138-10.42.0.211-443-39984-6,20210101,Guava Allahabad(Red),01-01-21,Almora,Doda,Circle Logistics,12.5,23.51,27.14,10.85,No,85,0
172.217.3.110-10.42.0.211-443-51210-6,20210101,Grapes Blore blue,01-01-21,Dehra Dun,Gulmarg,Clipper America Inc.,8.6,31.96,15.9,9.13,No,81,0
172.217.12.142-10.42.0.211-443-49526-6,20210101,Orange malt,01-01-21,Haridwar,Jammu,DeGroot Logistics,8.3,24.89,5.42,6.23,No,79,0
224.0.0.251-10.42.0.42-5353-5353-17,20210101,Orange South Africa,01-01-21,Mussoorie,Kathua,Edge Logistics,13.9,6.25,5.19,0.69,Yes,73,1
10.42.0.151-31.13.71.37-56383-443-6,20210101,Peas Dharwad,01-01-21,Nainital,Punch,Express Lane Transportation,9.4,27.34,10.38,3.24,No,90,0
172.217.7.163-10.42.0.151-443-50836-6,20210101,Peas Ooty,01-01-21,Pithoragarh,Rajouri,Flare Logistics Trucking Inc.,9.5,17.41,20.2,12.76,Yes,82,1
172.217.3.106-10.42.0.211-443-33994-6,20210101,Pumpkin Ash,01-01-21,Alipore,Srinagar,Forward Air,9.7,26.02,18.12,7.32,No,71,0
192.229.173.173-10.42.0.42-80-37786-6,20210101,Pumpkin Red,01-01-21,Alipur Duar,Udhampur,Fresh Logistic,8.7,19.56,17.03,12.47,Yes,83,1
10.42.0.211-103.235.46.212-55422-443-6,20210101,Pumpkin Japan,01-01-21,Asansol,Bokaro,Go Movers,13.2,30.19,17.72,8.22,No,70,0
216.58.219.234-10.42.0.151-443-49961-6,20210101,Potato(M),01-01-21,Baharampur,Chaibasa,Horizon Moving & Logistics,17.3,95.94,20.61,20.08,Yes,44,1
10.42.0.211-64.71.142.96-42107-443-6,20210101,Potato(B),01-01-21,Bally,Deoghar,Hub Group Trucking,10.9,112.01,52.33,31.75,Yes,60,1
10.42.0.42-111.202.114.35-39506-80-6,20210101,Potato(S),01-01-21,Balurghat,Dhanbad,In Switch,8.1,53.98,15.49,10.76,No,68,0
222.73.28.96-10.42.0.42-80-57173-6,20210101,Potato Baby,01-01-21,Bankura,Dumka,King Courier,11.2,5.36,23.03,0,Yes,74,1
10.42.0.151-104.244.43.99-41249-443-6,20210101,Sweet Potato(Genasu),01-01-21,Baranagar,Giridih,Max Move,12.9,72.86,12.92,13.33,No,76,0
10.42.0.211-10.42.0.1-55311-53-17,20210101,Raddish,01-01-21,Barasat,Hazaribag,National Transportation Logistics,12.9,24.76,4.79,6.24,No,75,0
216.58.219.238-10.42.0.42-443-37435-6,20210101,Raddish Red,01-01-21,Barrackpore,Jamshedpur,New Motion Shipper,10.2,35.56,10.58,4.72,Yes,98,1
10.42.0.211-64.71.142.124-42987-443-6,20210101,Sponge Gourd,01-01-21,Basirhat,Jharia,Omni Logistics,14.3,23.95,32.27,7.62,Yes,79,1
10.42.0.151-10.42.0.1-25615-53-17,20210101,Snake Gourd,01-01-21,Bhatpara,Rajmahal,Pack ‘n’ Send,11.5,26.43,34.64,5.8,No,73,0
10.42.0.211-10.42.0.1-29804-53-17,20210101,Snake Gourd(S),01-01-21,Bishnupur,Ahmadabad,Parcel Logistics,15.5,38,145.32,1.69,Yes,77,1
172.217.12.206-10.42.0.151-443-57122-6,20210101,Sham gadde,01-01-21,Budge Budge,Amreli,Blue Grace Logistics,13.1,30.19,38.09,26,No,82,0
10.42.0.211-23.206.125.17-34381-80-6,20210101,Spring Onion,01-01-21,Burdwan,Bharuch,Brisk Shipping,12.6,43.04,5.42,6.48,Yes,72,1
173.194.175.188-10.42.0.151-5228-51898-6,20210101,Spring Onion(Cleaned),01-01-21,Chandernagore,Bhavnagar,Check Logistics,15.2,66.58,1.89,3.96,No,60,0
172.217.12.174-10.42.0.42-443-39026-6,20210101,Parvala,01-01-21,Darjeeling,Bhuj,Circle Logistics,7.9,42.43,2.31,3.47,Yes,79,1
183.79.249.252-10.42.0.211-443-37078-6,20210101,Greens Sabbakki,01-01-21,Diamond Harbour,Dwarka,Clipper America Inc.,6.7,61.56,1.22,1.9,No,78,0
10.42.0.211-23.194.181.192-55869-443-6,20210101,Molake kalu,01-01-21,Bhadravati,Gandhinagar,DeGroot Logistics,9.2,,NA,,No,79,0
10.42.0.211-104.193.88.109-54699-80-6,20210101,Hesaru kalu,01-01-21,Bidar,Godhra,Edge Logistics,9.4,60.66,75.42,73.38,No,73,0
10.42.0.211-119.146.74.34-33274-80-6,20210101,GrapesAnabi shahi,01-01-21,Chikkamagaluru,Jamnagar,Express Lane Transportation,11.3,131.12,33.06,25.83,No,75,0
192.229.173.173-10.42.0.42-80-48398-6,20210101,Grapes Dilkush,01-01-21,Chitradurga,Junagadh,Flare Logistics Trucking Inc.,12.9,,57.37,41.22,No,76,0
203.205.158.61-10.42.0.151-80-44201-6,20210101,Grapes Sharad,01-01-21,Davangere,Kandla,Forward Air,16.1,,28.41,28.86,Yes,68,1
180.149.134.221-10.42.0.211-80-45603-6,20210101,Grapes Rose,01-01-21,Halebid,Khambhat,Fresh Logistic,9.6,27.9,39.61,17.39,Yes,87,1
172.217.12.142-10.42.0.151-443-54127-6,20210101,Grapes Sonika,01-01-21,Hassan,Kheda,Go Movers,12.6,33.21,9.39,22.88,No,85,0
172.217.6.206-10.42.0.151-443-39335-6,20210101,Grapes Flame,01-01-21,Hubballi-Dharwad,Mahesana,Horizon Moving & Logistics,12.5,47.33,6.74,9.55,No,85,0
202.77.129.230-10.42.0.151-80-40638-6,20210101,Grapes Krishna sharad,01-01-21,Kalaburagi,Morbi,Hub Group Trucking,8.8,,22.14,,No,85,0
10.42.0.42-104.193.88.109-42358-80-6,20210101,Grapes Crimson,01-01-21,Kolar,Nadiad,In Switch,7.1,,22.25,,Yes,90,1
172.217.10.74-10.42.0.42-443-32852-6,20210101,Komark fruit,01-01-21,Madikeri,Navsari,King Courier,7.8,,25.38,,Yes,65,1
10.42.0.211-10.42.0.1-33135-53-17,20210101,Kiwi fruit,01-01-21,Mandya,Ambala,Fresh Logistic,11.8,,45.61,,Yes,63,1
212.13.197.229-10.42.0.211-80-52206-6,20210101,Litchi Local,01-01-21,Alappuzha,Bhiwani,Go Movers,11.2,,27.3,,Yes,55,1
203.205.158.63-10.42.0.211-80-38561-6,20210101,Litchi Taiwan/chaina,01-01-21,Vatakara,Chandigarh,Horizon Moving & Logistics,11.3,,23.83,,Yes,68,1
10.42.0.211-121.14.255.100-41772-80-6,20210101,Straw Berry,01-01-21,Idukki,Faridabad,Hub Group Trucking,11,,17.93,,No,88,0
10.42.0.211-87.240.165.80-50537-80-6,20210101,Tender Coconut,01-01-21,Kannur,Firozpur Jhirka,In Switch,10.8,,6.4,,Yes,70,1
8.41.222.241-10.42.0.211-443-42065-6,20210101,Tender Coconut(M),01-01-21,Kochi,Gurugram,King Courier,10.3,,5.86,,No,88,0
172.217.3.104-10.42.0.211-443-50066-6,20210101,Tamrind Chatisghar,01-01-21,Kollam,Hansi,Lynden Transport,11.1,,4.99,,No,79,0
180.149.138.210-10.42.0.42-80-58498-6,20210101,Tamarind seedless,01-01-21,Kottayam,Hisar,Max Move,8.8,,3.88,,No,77,0
172.217.10.106-10.42.0.151-443-45935-6,20210101,Thinda,01-01-21,Kozhikode,Jind,National Transportation Logistics,10.9,,6.52,,Yes,83,1
10.42.0.211-10.42.0.1-1554-53-17,20210101,Dates Arebian,01-01-21,Mattancheri,Kaithal,New Motion Shipper,12.1,,3.8,,No,72,0
172.217.3.110-10.42.0.151-443-43259-6,20210101,Pista,01-01-21,Palakkad,Karnal,Omni Logistics,12.2,,5.24,,Yes,78,1
10.42.0.211-54.239.17.112-53209-443-6,20210101,Tender Coconut(S),01-01-21,Thalassery,Kurukshetra,Pack ‘n’ Send,13.4,,4.17,,No,71,0
10.42.0.151-108.174.11.1-59217-80-6,20210101,Tender Coco packed,01-01-21,Thiruvananthapuram,Panipat,Parcel Logistics,15.4,,5.63,,Yes,73,1
10.42.0.1-10.42.0.42-53-45154-17,20210101,Fruit  Tailand,01-01-21,Balaghat,Pehowa,Blue Grace Logistics,15.6,,3.92,,No,67,0
